,location,food,price,time,vegan,vegetarian,gluten,dairy,eggs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
,Davis Cafe,Chicken Tenders,8.29,L;D,N,N,Y,Y,Y,chicken tenderloins containing up to 10% solution of water,salt,and sodium phosphate. battered with: water,bleached enriched wheat flour (wheat flour,niacin,reduced iron,thiamine mononitrate,riboflavin,folic acid),modified corn starch,leavening (sodium aluminum phosphate,sodium bicarbonate),spices. breaded with: bleached enriched wheat flour (wheat flour,spices,yellow corn flour,dried whey,yellow corn meal. predusted with: bleached enriched wheat flour (wheat flour,dried egg whites,wheat gluten,soybean oil. breading set in soybean oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,French Fries,3.29,L;D,Y,Y,N,N,N,potatoes,vegetable oil may contain one or more of the following: canola oil,sunflower oil,cottonseed oil,palm oil,corn oil,soybean oil,modified food starch,rice flour,dextrin,salt,leavening disodium dihydrogen pyrophosphate,sodium bicarbonate,dextrose,xanthan gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Cajun French Fries,3.29,L;D,Y,Y,N,N,N,potatoes,vegetable oil may contain one or more of the following: canola oil,sunflower oil,cottonseed oil,palm oil,corn oil,soybean oil,modified food starch,rice flour,dextrin,salt,leavening disodium dihydrogen pyrophosphate,sodium bicarbonate,dextrose,xanthan gum,spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Sweet Potato French Fries,3.49,L;D,Y,Y,N,N,N,sweet potatoes,vegetable oil contains one or more of the following: high oleic canola,canola,sunflower,sugar,modified food starch corn,tapioca,propylene glycol,rice flour,corn starch,dextrin,salt,natural and artificial flavor,color turmeric,oleoresin paprika,xanthan gum,dextrose,leavening disodium dihydrogen pyrophosphate,sodium bicarbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Tater Tots,NULL,L;D,Y,Y,N,N,N,potatoes,vegetable oil contains one or more of the following oils: canola,soybean,cottonseed,sunflower,corn. contains 2 or less of dextrose,natural flavor,salt,sodium acid pyrophosphate added to maintain natural color,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Terranean Grain Bowl with Chicken,11.89,L;D,N,N,N,Y,N, grilled chicken breast,mixed greens,tomatoes,black olives,feta cheese crumbles,cucumber,and tzatziki sauce,chicken. may contain up to 4% retained water,greek yogurt [cultured pasteurized grade a cow''''s milk,skim milk,cream,active bacterial cultures (s. thermophilus,l. bulgaricus,l. acidophilus,b. lactis)],contains 2% or less of: lemon juice,garlic puree (garlic,citric acid),purified sea salt,spices,feta cheese (pasteurized milk,salt,cheese cultures,enzymes),potato starch and powdered cellulose (added to prevent caking),natamycin (a natural mold inhibitor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Terranean Grain Bowl with Falafel,11.89,L;D,N,Y,N,Y,N,fried falafel with brown rice and quinoa blend,mixed greens,tomatoes,black olives,feta cheese crumbles,cucumber,and tzatziki sauce,chickpeas,water,yellow onion,parsley,jalapeno pepper,garlic,cilantro,salt,spices,baking soda,vegetable oil canola and/or soybean and/or corn and/or sunflower with tbhq and citric acid as preservatives,greek yogurt [cultured pasteurized grade a cow''''s milk,skim milk,cream,active bacterial cultures (s. thermophilus,l. bulgaricus,l. acidophilus,b. lactis)],contains 2% or less of: lemon juice,garlic puree (garlic,citric acid),purified sea salt,feta cheese (pasteurized milk,cheese cultures,enzymes),potato starch and powdered cellulose (added to prevent caking),natamycin (a natural mold inhibitor),jalapeno peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Spicy Grain Bowl with Chicken,11.89,L;D,N,N,N,Y,Y,grilled chicken breast,mixed greens,tomatoes,celery, jalapenos,harissa aioli,blue cheese (pasteurized milk,cheese cultures,salt,enzymes,penicillium roqueforti),powdered cellulose (to prevent caking),natamycin (a natural mold inhibitor),and dressing of choice,chicken. may contain up to 4% retained water,jalapeno peppers,water,vinegar,calcium chloride,sodium benzoate (preservative),sodium metabisulfite (preservative),yellow 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Spicy Grain Bowl with Falafel,11.89,L;D,N,Y,N,Y,Y,fried falafel with brown rice and quinoa blend,mixed greens,tomatoes,celery, jalapenos,harissa aioli,blue cheese (pasteurized milk,cheese cultures,salt,enzymes,penicillium roqueforti),powdered cellulose (to prevent caking),natamycin (a natural mold inhibitor),and dressing of choice,chickpeas,water,yellow onion,parsley,jalapeno peppers,vinegar,calcium chloride,sodium benzoate (preservative),sodium metabisulfite (preservative),yellow 5,garlic,cilantro,spices,baking soda,vegetable oil canola and/or soybean and/or corn and/or sunflower with tbhq and citric acid as preservatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,California Grain Bowl with Chicken,11.89,L;D,N,N,N,N,Y,y,grilled chicken breast,mixed greens,mozzarella cheese,red bell pepper,avocado,chickpeas,pesto aioli,and dressing of choice,chicken. may contain up to 4% retained water,pasteurized milk,vinegar,enzymes,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,California Grain Bowl with Falafel,11.89,L;D,N,Y,N,N,Y,y,fried falafel with brown rice and quinoa blend,mixed greens,mozzarella cheese,red bell pepper,avocado,chickpeas,pesto aioli,and dressing of choice,water,yellow onion,parsley,jalapeno pepper,garlic,cilantro,salt,spices,baking soda,vegetable oil canola and/or soybean and/or corn and/or sunflower with tbhq and citric acid as preservatives,pasteurized milk,vinegar,enzymes,calcium chloride,sodium benzoate (preservative),sodium metabisulfite (preservative),yellow 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Caesar Salad,9.79,L;D,N,N,N,Y,N,romaine lettuce,grilled chicken breast,parmesan cheese,cherry tomatoes,croutons,and caesar dressing,chicken. may contain up to 4% retained water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Smash Burger,7.49,L;D,N,N,C,C,C,quarter-pounder w/ lettuce,tomato,onion,cheese,mayonnaise,and ketchup,100% beef,soybean oil,egg yolks,water,distilled and cider vinegar,cornsyrup,salt,high fructose corn syrup,spice,oleoresin paprika,and calcium disodiumedta added to protect flavor,tomato concentrate from red ripe tomatoes,distilled vinegar,corn syrup,onion powder. natural flavoring,milk,cream,sodium citrate,cheese culture,sorbic acid (preservative),citric acid,enzymes,soy lecithin,color added,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Bacon Smash Burger,8.79,L;D,N,N,C,C,C,quarter-pounder w/ bacon,lettuce,tomato,onion,cheese,mayonnaise,ketchup ,100% beef,bacon cured with water,salt,sugar,natural smoke flavor,sodium phosphate,sodium erythorbate,sodium nitrite,soybean oil,egg yolks,water,distilled and cider vinegar,cornsyrup,high fructose corn syrup,spice,oleoresin paprika,and calcium disodiumedta added to protect flavor,tomato concentrate from red ripe tomatoes,distilled vinegar,corn syrup,onion powder. natural flavoring,milk,cream,sodium citrate,cheese culture,sorbic acid (preservative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Smokehouse Smash Burger,8.79,L;D,N,N,C,C,N,quarter-pounder w/ bacon,cheddar cheese,crispy onions,and carolina bbq sauce,100% beef,bacon cured with water,salt,sugar,natural smoke flavor,sodium phosphate,sodium erythorbate,sodium nitrite,pasteurized milk,cheese culture,enzymes,annatto,powdered cellulose (anti caking agent),water,potato starch,tapioca starch,soy flour,brown rice flour,chick pea flour,sunflower oil,glycerin,sea salt,organic cane sugar,powdered cellulose,yeast,xanthan gum,sodium acid pyrophosphate,sodium bicarbonate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Mushroom Swiss Burger,8.79,L;D,N,N,C,C,N,quarter-pounder w/ swiss cheese,lettuce,tomato,onions and mushrooms,100% beef,swiss cheese (pasteurized part-skim milk,cheese culture,salt and enzymes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Spicy Smash Burger,8.29,L;D,N,N,C,C,C,quarter-pounder w/ pepper jack cheese,crispy onions,grilled jalapenos,and chipotle sauce,100% beef,jalapeno peppers,water,vinegar,salt,calcium chloride,sodium benzoate (preservative),sodium metabisulfite (preservative),yellow 5,pasteurized milk,red and green jalapeno peppers,cheese culture,enzymes,tomato puree water,tomato paste,soybean oil,sugar,distilled vinegar,egg yolks,modified corn starch,chipotle chili pepper,buttermilk,ancho chili peppers,garlic powder,spices mustard flour,molasses,sour cream cream,nonfat milk,cultures,garlic,onion powder,lactic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Chicken Parmesan Sandwich,8.29,L;D,N,N,Y,C,Y,breaded chicken breast w/ mozzarella cheese,basil,and marinara sauce, salt,mustard flour,sodium phosphates,modified corn starch,spices,paprika,chili pepper,flavor gum arabic,spice extractives,soybean oil,extractives of paprika and turmeric,wheat flour,water,salt,cracker meal {wheat flour},pasteurized milk,vinegar,enzymes,diced tomatoes,tomato puree,dehydrated onion,pure olive oil,onion powder,garlic powder,citric acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Chicken Tuscon Pesto,NULL,L;D,N,N,C,C,N,grilled chicken breast w/ mozzarella cheese,lettuce,tomato,and pesto sauce,pasteurized milk,vinegar,enzymes,salt,organic basil,organic canola oil,water,organic parmesan cheese (pasteurized organic cows'' milk,cheese cultures,sea salt,enzymes),organic dehydrated garlic,organic guar gum,chicken. may contain up to 4% retained water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Sweet Heat Chicken Sandwich,8.79,L;D,N,N,C,C,N,spicy chicken filet w/ pepper jack cheese,lettuce,bread and butter pickles,crispy onions,and hot honey sauce,        pasteurized milk,red and green jalapeno peppers,cheese culture,salt,enzymespasteurized milk,enzymes,onions,vegetable oil soybean and/or canola,bleached wheat flour,yellow corn flour. contains 2 or less of citric acid,dextrose,dried garlic,food starch - modified,guar gum,lactic acid,maltodextrin,natural flavor,onion powder,sorbitol,water,whey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Davis Cafe Club,9.49,L;D,N,N,C,C,C,grilled chicken breast w/ swiss cheese,bacon,lettuce,tomato,and mayonnaise,soybean oil,egg yolks,water,distilled and cider vinegar,cornsyrup,salt,high fructose corn syrup,spice,oleoresin paprika,and calcium disodiumedta added to protect flavor,swiss cheese (pasteurized part-skim milk,cheese culture,salt and enzymes),chicken. may contain up to 4% retained water,bacon cured with water,sugar,natural smoke flavor,sodium phosphate,sodium erythorbate,sodium nitrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Black Bean Burger,8.79,L;D,Y,Y,Y,C,C,quarter-pounder black bean burger w/ lettuce,tomato,onion,ketchup,mayonnaise,cheese,water,cooked black beans,expeller pressed canola oil,cooked brown rice,roasted yellow corn,tomato paste,soy protein concentrate,roasted red and green peppers,organic cane sugar,potato starch,modified vegetable gum,sea salt,yeast extract,onion powder,spices,garlic powder,paprika,black bean powder,natural flavors (from plant sources),tomato powder,citric acid,lactic acid,instant coffee,molasses,milk,cream,sodium citrate,salt,cheese culture,sorbic acid (preservative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Davis Cafe,Beyond Meat Burger,9.49,L;D,Y,Y,C,C,C,quarter-pounder beyond beef burger w/ lettuce,tomato,onion,ketchup,mayonnaise,cheese,milk,cream,water,sodium citrate,salt,cheese culture,sorbic acid (preservative),citric acid,enzymes,soy lecithin,color added,soybean oil,egg yolks,distilled and cider vinegar,cornsyrup,high fructose corn syrup,spice,oleoresin paprika,and calcium disodiumedta added to protect flavor,tomato concentrate from red ripe tomatoes,distilled vinegar,corn syrup,onion powder. natural flavoring,pea protein isolate,expeller pressed canola oil,refined coconut oil,yeast extract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Fajita Vegetables Burrito,9.79,L;D,C,C,NULL,NULL,NULL,fajita vegetables,rice,beans,flavorful salsas,sauces,and toppings in a warm tortilla,guacamole,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Grilled Adobo Chicken Burrito,10.49,L;D,N,N,NULL,NULL,NULL,grilled adobo chicken,rice,beans,flavorful salsas,sauces,and toppings in a warm tortilla,guacamole,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Ground Beef Burrito,10.49,L;D,N,N,NULL,NULL,NULL,ground beef,rice,beans,flavorful salsas,sauces,and toppings in a warm tortilla,guacamole,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Grilled Steak Burrito,11.89,L;D,N,N,NULL,NULL,NULL,grilled steak,rice,beans,flavorful salsas,sauces,and toppings in a warm tortilla,guacamole,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Cholula Hot & Sweet Chicken Burrito,10.89,L;D,N,N,NULL,NULL,NULL,cholula hot & sweet chicken,rice,beans,flavorful salsas,sauces,and toppings in a warm tortilla,guacamole,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Pulled Pork Burrito,10.89,L;D,N,N,NULL,NULL,NULL,pulled pork,rice,beans,flavorful salsas,sauces,and toppings in a warm tortilla,guacamole,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Brisket Birria Burrito,11.89,L;D,N,N,NULL,NULL,NULL,brisket birria,rice,beans,flavorful salsas,sauces,and toppings in a warm tortilla,guacamole,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Fajita Vegetables Quesadilla,9.79,L;D,C,C,NULL,NULL,NULL,fajita vegetables,flavorful salsas,sauces and toppings,served in a grilled tortilla,cheese,guacamole,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Grilled Adobo Chicken Quesadilla,10.49,L;D,N,N,NULL,NULL,NULL,grilled adobo chicken,flavorful salsas,sauces and toppings,served in a grilled tortilla,cheese,guacamole,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Ground Beef Quesadilla,10.49,L;D,N,N,NULL,NULL,NULL,ground beef,flavorful salsas,sauces and toppings,served in a grilled tortilla,cheese,guacamole,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Grilled Steak Quesadilla,11.89,L;D,N,N,NULL,NULL,NULL,grilled steak,flavorful salsas,sauces and toppings,served in a grilled tortilla,cheese,guacamole,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Cholula Hot & Sweet Chicken Quesadilla,10.89,L;D,N,N,NULL,NULL,NULL,cholula hot & sweet chicken,flavorful salsas,sauces and toppings,served in a grilled tortilla,cheese,guacamole,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Pulled Pork Quesadilla,10.89,L;D,N,N,NULL,NULL,NULL,pulled pork,flavorful salsas,sauces and toppings,served in a grilled tortilla,cheese,guacamole,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Brisket Birria Quesadilla,11.89,L;D,N,N,NULL,NULL,NULL,brisket birria,flavorful salsas,sauces and toppings,served in a grilled tortilla,cheese,guacamole,sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Fajita Vegetables Three-Cheese Nachos,9.79,L;D,C,C,NULL,NULL,NULL,fajita vegetables,freshly made tortilla chips topped with queso,protein,flavorful salsas,sauces,and toppings,chips served on the side to keep them crispy,guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Grilled Adobo Chicken Three-Cheese Nachos,10.49,L;D,N,N,NULL,NULL,NULL,grilled adobo chicken,freshly made tortilla chips topped with queso,protein,flavorful salsas,sauces,and toppings,chips served on the side to keep them crispy,guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Ground Beef Three-Cheese Nachos,10.49,L;D,N,N,NULL,NULL,NULL,ground beef,freshly made tortilla chips topped with queso,protein,flavorful salsas,sauces,and toppings,chips served on the side to keep them crispy,guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Grilled Steak Three-Cheese Nachos,11.89,L;D,N,N,NULL,NULL,NULL,grilled steak,freshly made tortilla chips topped with queso,protein,flavorful salsas,sauces,and toppings,chips served on the side to keep them crispy,guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Cholula Hot & Sweet Chicken Three-Cheese Nachos,10.89,L;D,N,N,NULL,NULL,NULL,cholula hot & sweet chicken,freshly made tortilla chips topped with queso,protein,flavorful salsas,sauces,and toppings,chips served on the side to keep them crispy,guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Pulled Pork Three-Cheese Nachos,10.89,L;D,N,N,NULL,NULL,NULL,pulled pork,freshly made tortilla chips topped with queso,protein,flavorful salsas,sauces,and toppings,chips served on the side to keep them crispy,guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Brisket Birria Three-Cheese Nachos,11.89,L;D,N,N,NULL,NULL,NULL,brisket birria,freshly made tortilla chips topped with queso,protein,flavorful salsas,sauces,and toppings,chips served on the side to keep them crispy,guacamole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Fajita Vegetables Three Tacos,9.79,L;D,C,C,NULL,NULL,NULL,fajita vegetables,flavorful salsas,sauces and toppings,served in flour or soft corn tortillas,guacamole,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Grilled Adobo Chicken Three Tacos,10.49,L;D,N,N,NULL,NULL,NULL,grilled adobo chicken,flavorful salsas,sauces and toppings,served in flour or soft corn tortillas,guacamole,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Qdoba,Ground Beef Three Tacos,10.49,L;D,N,N,NULL,NULL,NULL,ground beef,flavorful salsas,sauces and toppings,served in flour or soft corn tortillas,guacamole,queso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
